,link,title,bias rating,factual reporting,country,press freedom rating,media type,traffic/popularity,mbfc credibility rating
50,https://www.citizen-times.com/,Asheville Citizen-Times,left-center,high,usa,mostly free,newspaper,medium traffic,high credibility
51,https://www.asiasentinel.com/,Asia Sentinel,left-center,mixed,usa,mostly free,website,minimal traffic,medium credibility
52,https://aspeniaonline.it/,Aspenia Online,left-center,high,italy,moderate freedom,organization/foundation,minimal traffic,high credibility
53,https://www.aspeninstitute.org/,Aspen Institute,left-center,high,usa,mostly free,organization/foundation,medium traffic,high credibility
54,https://apnews.com/,Associated Press,left-center,high,usa,,news agency,high traffic,high credibility
55,https://magazine.atavist.com/,Atavist Magazine,left-center,very high,usa,mostly free,magazine,medium traffic,high credibility
56,https://www.onlineathens.com/,Athens Banner-Herald,left-center,high,usa,,newspaper,medium traffic,high credibility
57,https://www.enewscourier.com/,Athens News Courier,left-center,high,usa,mostly free,newspaper,medium traffic,high credibility
58,https://atlantablackstar.com/,Atlanta Black Star,left-center,mostly factual,usa,mostly free,website,high traffic,high credibility
59,https://www.ajc.com/,Atlanta Journal-Constitution,left-center,high,usa,mostly free,newspaper,high traffic,high credibility
60,https://www.theatlantic.com/,The Atlantic,left-center,high,usa,,magazine,high traffic,high credibility
61,https://www.atlanticmedia.com/,Atlantic Media,left-center,high,usa,mostly free,organization/foundation,minimal traffic,high credibility
62,https://www.attn.com/,ATTN:,left-center,high,usa,mostly free,website,medium traffic,high credibility
63,https://www.yorkregion.com/aurora-on/,Aurora Banner,left-center,high,canada,mostly free,newspaper,minimal traffic,high credibility
64,https://www.statesman.com/,Austin American-Statesman,left-center,high,usa,mostly free,newspaper,medium traffic,high credibility
65,https://www.austindailyherald.com/,Austin Daily Herald (Minnesota),left-center,high,usa,mostly free,website,minimal traffic,high credibility
66,https://www.avclub.com/,AV Club,,high,usa,,,,
67,https://www.axios.com/,Axios,left-center,high,usa,,website,high traffic,high credibility
68,https://www.wired.com/category/backchannel/,BackChannel,left-center,high,usa,,website,minimal traffic,high credibility
69,https://balkaninsight.com/,Balkan Insight,left-center,high,usa,mostly free,organization/foundation,medium traffic,high credibility
70,https://www.baltimoresun.com/,Baltimore Sun,left-center,high,usa,mostly free,newspaper,medium traffic,high credibility
71,https://bangordailynews.com/,Bangor Daily News,left-center,high,usa,mostly free,newspaper,medium traffic,high credibility
72,https://baptistnews.com/,Baptist News Global,left-center,high,usa,mostly free,news agency,medium traffic,high credibility
73,https://www.simcoe.com/barrie-on/,Barrie Advance,left-center,high,canada,mostly free,newspaper,minimal traffic,high credibility
74,https://www.barrietoday.com/,Barrie Today,left-center,high,canada,mostly free,website,medium traffic,high credibility
75,https://www.battlecreekenquirer.com,Battle Creek Enquirer,left-center,high,usa,mostly free,newspaper,minimal traffic,high credibility
76,https://www.baxterbulletin.com,The Baxter Bulletin,left-center,high,usa,,newspaper,minimal traffic,high credibility
77,https://baynature.org/,Bay Nature Magazine,left-center,high,usa,mostly free,magazine,medium traffic,high credibility
78,https://www.bbc.com/news,BBC,left-center,high,united kingdom,,tv station,high traffic,high credibility
79,https://www.tmnews.com/,Bedford Times-Mail,left-center,high,usa,,newspaper,minimal traffic,high credibility
80,https://www.bellingcat.com/,Bellingcat,left-center,mostly factual,united kingdom,mostly free,website,medium traffic,high credibility
81,https://www.bellinghamherald.com/,Bellingham Herald,,high,usa,,,,
82,https://www.berkeleyside.com/,Berkeleyside,left-center,high,usa,mostly free,website,medium traffic,high credibility
83,https://www.berkshireeagle.com/,Berkshire Eagle,left-center,high,usa,mostly free,newspaper,medium traffic,high credibility
84,https://www.berliner-zeitung.de/,Berliner Zeitung,left-center,mostly factual,usa,mostly free,newspaper,high traffic,high credibility
85,https://www.bing.com/news/,Bing News,left-center,high,usa,mostly free,website,high traffic,high credibility
86,https://www.birminghammail.co.uk,Birmingham Mail,right-center,mostly factual,united kingdom,mostly free,newspaper,high traffic,high credibility
87,https://www.blackenterprise.com/,Black Enterprise Magazine,left-center,high,usa,mostly free,magazine,medium traffic,high credibility
88,https://blackpressusa.com/,BlackPressUSA,left-center,high,usa,mostly free,website,minimal traffic,high credibility
89,https://bleacherreport.com/,Bleacher Report,left-center,mostly factual,usa,mostly free,website,high traffic,high credibility
90,https://www.bloomberg.com/,Bloomberg News,left-center,mostly factual,usa,,tv station,high traffic,high credibility
91,http://www.bluestemprairie.com/,Bluestem Prairie,left-center,high,usa,mostly free,website,minimal traffic,high credibility
92,https://www.boston.com/,Boston.com,,high,usa,,,,
93,https://www.bostonglobe.com/,Boston Globe,left-center,high,usa,,newspaper,high traffic,high credibility
94,bgr.com/,Boy Genius Report (BGR),left-center,high,usa,,website,high traffic,high credibility
95,https://www.muskokaregion.com/bracebridge-on/,Bracebridge Examiner,left-center,high,canada,mostly free,newspaper,minimal traffic,high credibility
96,https://www.bramptonguardian.com,Brampton Guardian,left-center,high,canada,mostly free,newspaper,medium traffic,high credibility
97,https://www.brennancenter.org/,Brennan Center for Justice,left-center,high,usa,,organization/foundation,medium traffic,high credibility
98,https://www.brookings.edu/,Brookings Institution,left-center,very-high,usa,,organization/foundation,medium traffic,high credibility
99,https://thebulletin.org/,Bulletin of the Atomic Scientists,left-center,high,usa,,organization/foundation,medium traffic,high credibility
100,https://www.insidehalton.com/burlington-on/,Burlington Post,left-center,high,canada,mostly free,newspaper,minimal traffic,high credibility
101,http://www.businessinsider.com/,Business Insider,left-center,high,usa,,website,high traffic,high credibility
102,https://www.bustle.com/,Bustle Magazine,left-center,mostly factual,usa,mostly free,magazine,high traffic,high credibility
103,https://www.buzzfeed.com/,Buzzfeed,left-center,mixed,usa,,website,high traffic,medium credibility
104,https://www.buzzfeednews.com/,Buzzfeed News,left-center,mostly factual,usa,mostly free,website,high traffic,high credibility
105,https://bylinetimes.com/,Byline Times,left-center,high,united kingdom,mostly free,newspaper,medium traffic,high credibility
106,https://www.caledonenterprise.com/,Caledon Enterprise,left-center,high,canada,mostly free,newspaper,minimal traffic,high credibility
107,https://www.cambridgetimes.ca/,Cambridge Times,left-center,high,canada,mostly free,newspaper,minimal traffic,high credibility
108,https://www.canadaland.com/,Canadaland,left-center,high,canada,mostly free,website,minimal traffic,high credibility
109,https://www.capitalgazette.com/,Capital Gazette,left-center,high,usa,,newspaper,medium traffic,high credibility
110,https://www.caribbeanlifenews.com/,Caribbean Life News,left-center,high,usa,,newspaper,minimal traffic,high credibility
111,https://www.insideottawavalley.com/carletonplace-on/,Carleton Place Canadian Gazette,left-center,high,canada,mostly free,newspaper,minimal traffic,high credibility
112,https://carnegieendowment.org/,Carnegie Endowment for International Peace (CEIP),left-center,high,usa,,organization/foundation,medium traffic,high credibility
113,https://carolinapublicpress.org/,Carolina Public Press,left-center,high,usa,,organization/foundation,minimal traffic,high credibility
114,http://www.catchnews.com,Catch News,left-center,mostly factual,india,limited freedom,website,medium traffic,medium credibility
115,https://www.cbc.ca/news,CBC News (Canadian Broadcasting),left-center,high,canada,,tv station,high traffic,high credibility
116,https://boston.cbslocal.com/,CBS Boston – WBZ-TV,,high,usa,,,,
117,https://www.cbsnews.com/losangeles,CBS Los Angeles (KCBS),left-center,high,usa,mostly free,tv station,high traffic,high credibility
118,https://www.cbsnews.com,CBS News,left-center,high,usa,,tv station,high traffic,high credibility
119,https://newyork.cbslocal.com/,CBS New York (WCBS-TV) (WLNY-TV),left-center,high,usa,mostly free,tv station,high traffic,high credibility
120,https://seattle.cbslocal.com/,CBS Seattle – CW 11,left-center,high,usa,mostly free,tv station,high traffic,high credibility
121,https://www.cecildaily.com/,Cecil Whig,left-center,high,usa,mostly free,newspaper,minimal traffic,high credibility
122,https://censor.net/,Censor.NET,left-center,mostly factual,ukraine,moderate freedom,website,high traffic,high credibility
123,https://c4ads.org/,Center for Advanced Defense Studies,left-center,high,usa,mostly free,organization/foundation,minimal traffic,high credibility
124,https://www.cgdev.org/,Center for Global Development,left-center,high,usa,mostly free,organization/foundation,medium traffic,high credibility
125,https://centerforinquiry.org,Center for Inquiry,left-center,high,usa,mostly free,organization/foundation,minimal traffic,high credibility
126,https://www.internationalpolicy.org/,Center for International Policy,left-center,high,usa,mostly free,organization/foundation,minimal traffic,high credibility
127,https://www.cnas.org/,Center for a New American Security,left-center,high,usa,mostly free,organization/foundation,minimal traffic,high credibility
128,http://populardemocracy.org/,Center for Popular Democracy,left-center,high,usa,,organization/foundation,minimal traffic,high credibility
129,https://www.publicintegrity.org/,Center for Public Integrity,left-center,high,usa,mostly free,organization/foundation,minimal traffic,high credibility
130,https://www.cbpp.org/,The Center on Budget and Policy Priorities,left-center,high,usa,,organization/foundation,medium traffic,high credibility
131,http://focustaiwan.tw/,Central News Agency (CNA) / Focus Taiwan,,high,taiwan,,,,
132,https://www.chalkbeat.org/,Chalkbeat,left-center,high,usa,mostly free,organization/foundation,medium traffic,high credibility
133,https://www.channel4.com/news/,Channel 4 News (UK),left-center,high,united kingdom,,tv station,high traffic,high credibility
134,https://www.wvgazettemail.com/,Charleston Gazette-Mail,left-center,high,usa,mostly free,newspaper,minimal traffic,high credibility
135,https://www.charlotteobserver.com,Charlotte Observer,left-center,high,usa,mostly free,website,high traffic,high credibility
136,https://cheddar.com,Cheddar,left-center,high,usa,,tv station,medium traffic,high credibility
137,https://chicago.suntimes.com/,Chicago Sun-Times,left-center,high,usa,,newspaper,high traffic,high credibility
138,https://chinaglobalsouth.com/,China Global South Project,left-center,high,usa,mostly free,organization/foundation,minimal traffic,high credibility
139,https://citizentruth.org,Citizen Truth,left-center,mostly factual,usa,mostly free,website,minimal traffic,medium credibility
140,https://www.citizensforethics.org,Citizens for Responsibility and Ethics in Washington (CREW),left-center,mostly factual,usa,,organization/foundation,minimal traffic,medium credibility
141,https://ctj.org/,Citizens for Tax Justice,left-center,mostly factual,usa,mostly free,organization/foundation,minimal traffic,high credibility
142,citylab.com,CityLab,,high,usa,,,,
143,http://www.citypages.com/,City Pages,,high,usa,,,,
144,https://www.cityandstateny.com/,City and State New York,left-center,high,usa,mostly free,website,medium traffic,high credibility
145,https://www.durhamregion.com/clarington-on/,Clarington This Week,left-center,high,canada,mostly free,newspaper,minimal traffic,high credibility
146,https://www.clarionledger.com/,Clarion Ledger,,high,usa,,,,
147,https://cleantechnica.com/,Clean Technica,left-center,high,usa (45/180 press freedom),,website,medium traffic,high credibility
148,https://www.cnbc.com/,CNBC,left-center,mostly factual,usa,mostly free,tv station,high traffic,high credibility
149,https://coed.com/,COED.com,left-center,mostly factual,usa,mostly free,website,minimal traffic,medium credibility
150,https://www.cjr.org/,Columbia Journalism Review,left-center,high,usa,,magazine,medium traffic,high credibility
151,https://colombiareports.com,Colombia Reports,left-center,mixed,columbia,limited freedom,organization/foundation,minimal traffic,medium credibility
152,https://www.dispatch.com/,Columbus Dispatch,left-center,high,usa,mostly free,newspaper,high traffic,high credibility
153,https://investigaterussia.org,Committee to Investigate Russia,left-center,high,usa,mostly free,organization/foundation,minimal traffic,high credibility
154,https://www.commoncause.org,Common Cause,left-center,high,usa|,,organization/foundation,medium traffic,high credibility
155,https://www.commonwealmagazine.org,Commonweal Magazine,left-center,high,usa,mostly free,magazine,medium traffic,high credibility
156,https://www.commonwealthfund.org/,Commonwealth Fund,left-center,high,usa,mostly free,organization/foundation,medium traffic,high credibility
157,https://www.complex.com/,Complex,left-center,mostly factual,usa,mostly free,website,high traffic,high credibility
158,https://www.ctpost.com,Connecticut Post,,high,usa,,,,
159,https://consortiumnews.com/,Consortium News,left-center,mostly factual,usa,mostly free,website,medium traffic,high credibility
160,https://www.pogo.org/the-constitution-project,Constitution Project,left-center,mostly factual,usa,mostly free,organization/foundation,minimal traffic,high credibility
161,https://www.caller.com,Corpus Christi Caller-Times,left-center,high,usa,mostly free,newspaper,medium traffic,high credibility
162,https://crosscut.com/,Crosscut.com,,high,usa,,,,
163,https://ctmirror.org/,CT Mirror,,high,usa,,,,
164,https://www.cullmantimes.com/,Cullman Times,left-center,high,usa,mostly free,newspaper,minimal traffic,high credibility
165,https://www.dailycommercial.com/,Daily Commercial,left-center,high,usa,,newspaper,minimal traffic,high credibility
166,https://www.gazettenet.com,Daily Hampshire Gazette,,high,usa,,,,
167,https://www.mirror.co.uk,Daily Mirror,left-center,mixed,united kingdom,,newspaper,high traffic,medium credibility
168,https://nation.africa/,The Daily Nation,left-center,mixed,kenya,limited freedom,website,high traffic,medium credibility
169,https://www.dnj.com/,Daily News Journal,left-center,high,usa,mostly free,newspaper,minimal traffic,high credibility
170,https://www.dawn.com/,Dawn (Pakistan),left-center,mostly factual,pakistan (145/180 press freedom),,newspaper,high traffic,medium credibility
171,https://dcist.com/,DCist,left-center,high,usa,mostly free,website,medium traffic,high credibility
172,https://www.dcreport.org/,DCReport.org,,high,usa,,,,
173,https://deadline.com/,Deadline Hollywood,left-center,high,usa (44/180 press freedom),,website,high traffic,high credibility
174,http://www.deccanherald.com/,Deccan Herald,left-center,mixed,india (142/180 press freedom),,newspaper,high traffic,medium credibility
175,https://debunkingdenialism.com,Debunking Denialism,,high,sweden,,,,
176,https://www.delawareonline.com/,Delaware Online – The News Journal,left-center,high,usa (44/180 press freedom),,newspaper,medium traffic,high credibility
177,https://www.delo.si/,Delo,left-center,mostly factual,slovenia,moderate freedom,newspaper,high traffic,high credibility
178,https://democracy21.org/,Democracy 21,left-center,high,usa (44/180 press freedom),,organization/foundation,minimal traffic,high credibility
179,https://www.democratandchronicle.com/,Democrat and Chronicle,,high,usa,,,,
180,https://www.demos.org/,Demos,left-center,high,usa (44/180 press freedom),,organization/foundation,minimal traffic,high credibility
181,https://www.denverpost.com/,Denver Post,left-center,high,usa,,newspaper,high traffic,high credibility
182,https://www.westword.com/,Denver Westword,,high,usa,,,,
183,https://www.derstandard.at/,Der Standard,,high,usa,,,,
184,https://www.freep.com/,Detroit Free Press,left-center,high,usa (44/180 press freedom),,newspaper,high traffic,high credibility
185,https://www.zeit.de/,Die Zeit,,high,germany,,,,
186,https://digg.com/,Digg,,high,usa,,,,
187,https://diply.com/,Diply,,mixed,canada,,,,
188,http://www.diversityinc.com,DiversityInc,left-center,high,usa (44/180 press freedom),,website,minimal traffic,high credibility
189,https://www.myeasternshoremd.com/dorchester_star/,Dorchester Star,left-center,high,usa,mostly free,newspaper,minimal traffic,high credibility
190,https://www.thespec.com/local-dundas,Dundas Star,left-center,high,canada,mostly free,newspaper,minimal traffic,high credibility
191,https://dutchreview.com/,Dutch Review,left-center,mostly factual,netherlands,,website,medium traffic,high credibility
192,http://www.dw.com/,Deutsche Welle (DW) News,left-center,high,germany,,tv station,high traffic,high credibility
193,http://earth.columbia.edu/sections/view/9,Earth Institute,,high,usa,,,,
194,https://earthjustice.org,EarthJustice,,high,usa,,,,
195,https://www.eastbaytimes.com/,East Bay Times,left-center,high,usa (45/180 press freedom),,newspaper,medium traffic,high credibility
196,https://www.thestar.com/local-east-gwillimbury,East Gwillimbury Express,left-center,high,canada,mostly free,newspaper,minimal traffic,high credibility
197,https://econofact.org/,Econofact,,high,usa,,,,
198,https://www.epi.org,Economic Policy Institute,left-center,high,usa (44/180 press freedom),,organization/foundation,medium traffic,high credibility
199,https://www.economicshelp.org,Economics.Help,left-center,high,united kingdom (33/180 press freedom),,website,medium traffic,high credibility
200,https://egyptianstreets.com/,Egyptian Streets,left-center,mixed,egypt,,website,mediumtraffic,medium credibility
201,https://www.ejinsight.com/,EJ Insight (Hong Kong Economic Journal),left-center,mixed,hong kong,,website,minimal traffic,medium credibility
202,www.eldiario.es,elDiario.es,left-center,high,spain,mostly free,online newspaper,high traffic,high credibility
203,https://eldiariony.com/,El Diario NY,left-center,high,usa,mostly free,newspaper,high traffic,high credibility
204,https://elpais.com/,El Pais,,high,spain,,,,
205,https://www.elpasotimes.com/,El Paso Times,,high,usa,,,,
206,https://www.eff.org/,Electronic Frontier Foundation,left-center,high,usa (44/180 press freedom),,organization/foundation,medium traffic,high credibility
207,https://emerging-europe.com/about/,Emerging Europe,,mostly factual,united kingdom,,,,
208,https://www.emptywheel.net/,Empty Wheel,left-center,high,usa (44/180 press freedom),,website,medium traffic,high credibility
209,https://www.engadget.com/,Engadget,,high,usa,,,,
210,https://ew.com,Entertainment Weekly,,high,usa,,,,
211,https://www.orangeville.com/erin-on-news/,Erin Advocate,left-center,high,canada,mostly free,newspaper,minimal traffic,high credibility
212,https://www.espn.com/,ESPN,left-center,high,usa,mostly free,tv station,high traffic,high credibility
213,https://www.thestar.com/local-toronto-etobicoke,Etobicoke Guardian,left-center,high,canada,mostly free,newspaper,minimal traffic,high credibility
214,https://www.registerguard.com/,Eugene Register-Guard,left-center,high,usa,mostly free,newspaper,medium traffic,high credibility
215,https://euobserver.com/,EU Observer,,high,belgium,,,,
216,https://www.euractiv.com/,Euractiv,,high,belgium,,,,
217,https://www.eurasiareview.com/,Eurasia Review,,high,usa,,,,
218,http://euromaidanpress.com/,Euromaidan Press,left-center,high,ukraine,,newspaper (online),medium traffic,high credibility
219,https://www.euronews.com,Euronews,left-center,high,france (34/180 press freedom),,tv station,high traffic,high credibility
220,https://www.courierpress.com/,Evansville Courier & Press,left-center,high,usa,,newspaper,medium traffic,high credibility
221,https://www.exposingtruth.com/,Exposing the Truth,left-center,high,united kingdom (33/180 press freedom),,website,minimal traffic,high credibility
222,https://www.facebook.com/news,Facebook News,left-center,high,usa,mostly free,website,high traffic,high credibility
223,http://factmyth.com/,Fact / Myth,,high,usa,,,,
224,http://fair.org/,Fairness & Accuracy in Reporting (FAIR),,high,usa,,,,
225,https://www.fairobserver.com,Fair Observer,left-center,high,usa (44/180 press freedom),,organization/foundation,medium traffic,high credibility
226,http://www.fairvote.org/,FairVote,,high,usa,,,,
227,https://www.fastcompany.com/,Fast Company Magazine,left-center,high,usa (44/180 press freedom),,magazine,high traffic,high credibility
228,https://feministfrequency.com/,Feminist Frequency,,high,canada,,,,
229,https://www.fightforthefuture.org,Fight for the Future,left-center,high,usa,mostly free,organization/foundation,minimal traffic,high credibility
230,https://fivethirtyeight.com/,FiveThirtyEight,left-center,high,usa (45/180 press freedom),,website,high traffic,high credibility
231,https://www.foodnavigator.com/,Food Navigator,left-center,mostly factual,united kingdom,mostly free,magazine,medium traffic,high credibility
232,http://fpif.org/,Foreign Policy in Focus,,high,usa,,,,
233,https://www.fwweekly.com/,Fort Worth Weekly,left-center,high,usa (44/180 press freedom),,newspaper,minimal traffic,high credibility
234,https://www.francetvinfo.fr/,France Info,,high,france,,,,
235,https://freakonomics.com/,Freakonomics Radio,,high,usa,,,,
236,https://www.fresnobee.com/,Fresno Bee,,high,usa,,,,
237,https://fusion.tv/,Fusion,,high,usa,,,,
238,https://www.gadsdentimes.com/,Gadsden Times,left-center,high,usa,,newspaper,medium traffic,high credibility
239,https://www.gainesville.com,Gainesville Sun,left-center,high,usa (44/180 press freedom),,newspaper,medium traffic,high credibility
240,https://www.glamour.com/,Glamour Magazine,left-center,high,usa (45/180 press freedom),,website,high traffic,high credibility
241,https://www.globalcitizen.org/en/,Global Citizen,,high,usa,,,,
242,https://globalnews.ca/,Global News,left-center,high,canada,,website,high traffic,high credibility
243,http://www.pri.org/programs/globalpost,GlobalPost,,high,usa,,,,
244,https://globalrealnews.com,Global Real News,,mixed,usa,,,,
245,https://globalriskinsights.com/,Global Risk Insights (GRI),left-center,high,united kingdom (33/180 press freedom),,website,minimal traffic,high credibility
246,http://www.globaltimes.cn/,Global Times (China),left,mixed,china (177/180 press freedom),,newspaper,high traffic,low credibility
247,https://www.gmanetwork.com/,GMA Network,left-center,mixed,philippines,limited freedom,tv station,high traffic,medium credibility
248,https://news.google.com/,Google News,,high,usa,,,,
249,https://gothamist.com/,Gothamist,,high,usa,,,,
250,https://www.governing.com/,Governing Magazine,,high,usa,,,,
251,https://whistleblower.org/,Government Accountability Project (GAP),,high,usa,,,,
252,https://www.govexec.com/,Government Executive,,high,usa,,,,
253,https://www.greensboro.com/,Greensboro News and Record,,high,usa,,,,
254,https://www.grid.news/,Grid News,left-center,high,usa,mostly free,website,medium traffic,high credibility
255,https://grist.org/,Grist,left-center,high,usa (44/180 press freedom),,website,medium traffic,high credibility
256,https://www.guelphmercury.com/,Guelph Mercury Tribune,left-center,high,canada,mostly free,website,minimal traffic,high credibility
257,https://www.gunviolencearchive.org,Gun Violence Archive,,high,usa,,,,
258,https://www.thespec.com/,Hamilton Spectator,left-center,high,canada,mostly free,newspaper,medium traffic,high credibility
259,https://harpers.org,Harper’s Magazine,,high,usa,,,,
260,http://www.courant.com/,The Hartford Courant,,high,usa,,,,
261,http://harvardpolitics.com/,Harvard Political Review,,high,usa,,,,
262,https://www.hawaiitribune-herald.com/,Hawaii Tribune-Herald,left-center,high,usa,mostly free,newspaper,medium traffic,high credibility
263,https://www.health.com/,Health Magazine,,mixed,usa,,,,
264,https://www.healthyway.com,HealthyWay,left-center,mostly factual,usa,mostly free,website,medium traffic,medium credibility
265,https://heavy.com,Heavy,left-center,high,usa (45/180 press freedom),,website,high traffic,high credibility
266,https://hechingerreport.org/,Hechinger Report,left-center,high,usa,mostly free,organization/foundation,medium traffic,high credibility
267,https://www.hs.fi/,Helsingin Sanomat,,high,finland,,,,
268,https://www.helsinkitimes.fi/,Helsinki Times,,high,finland,,,,
269,https://www.thegleaner.com/,Henderson Gleaner,left-center,high,usa,,newspaper,minimal traffic,high credibility
270,https://www.hcn.org,High Country News,left-center,high,usa,mostly free,magazine,medium traffic,high credibility
271,https://www.hcn.org,Highline,left-center,high,usa,mostly free,magazine,medium traffic,high credibility
272,https://www.hindustantimes.com/,Hindustan Times,left-center,mixed,india (142/180 press freedom),,website,high traffic,medium credibility
273,http://historynewsnetwork.org/,History News Network,left-center,high,usa (44/180 press freedom),,organization/foundation,medium traffic,high credibility
274,https://www.hitc.com/,HITC (Here is the City),left-center,mostly factual,united kingdom,mostly free,website,high traffic,high credibility
275,https://www.hollywoodreporter.com/,Hollywood Reporter,,high,usa,,,,
276,https://www.civilbeat.org,Honolulu Civil Beat,,high,usa,,,,
277,https://www.staradvertiser.com/,Honolulu Star-Advertiser,left-center,high,usa,mostly free,newspaper,high traffic,high credibility
278,https://www.hotnews.ro/,HotNews Romania,left-center,high,romania,moderate freedom,website,high traffic,high credibility
279,https://www.houstonchronicle.com/,Houston Chronicle,left-center,high,usa,moderate freedom,website,high traffic,high credibility
280,https://www.hrw.org/,Human Rights Watch,,high,usa,,,,
