,link,title,bias rating,factual reporting,country,press freedom rating,media type,traffic/popularity,mbfc credibility rating
61,https://www.barenakedislam.com/,Bare Naked Islam,extreme right,low,usa,mostly free,website,minimal traffic,low credibility
62,http://www.basnews.com/,Basnews Agency,left,mixed,iraq,total oppression,news agency,medium traffic,low credibility
63,https://batonrougereporter.com/,Baton Rouge Reporter,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
64,http://bb4sp.com/,BB4SP,extreme right,low,usa,mostly free,website,minimal traffic,low credibility
65,http://en.bbarta24.net/,Bbarta24,left-center,mixed,bangladesh,,website,minimal traffic,low credibility
66,https://bdnews24.com/,BDNews24,left-center,mixed,bangladesh,total oppression,website,high traffic,low credibility
67,https://www.beachbroadcastnews.com/,Beach Broadcast News,extreme right,very low,usa,mostly free,website,minimal traffic,low credibility
68,https://beckernews.com/,Becker News,far right,low,usa,mostly free,website,medium traffic,low credibility
69,http://beforeitsnews.com/,Before it’s News,extreme right,low,usa,mostly free,website,high traffic,low credibility
70,http://www.bjreview.com/,Beijing Review,left-center,mixed,usa,mostly free,magazine,minimal traffic,low credibility
71,https://bentontimes.com/,Benton Times,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
72,http://bestdailynews.info/,Best Daily News,,,macedonia,,,,
73,https://bigislandtimes.com/,Big Island Times,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
74,https://bigleaguepolitics.com/,Big League Politics,extreme right,low,usa,mostly free,website,medium traffic,low credibility
75,http://www.billionbibles.org,BillionBibles.org,right,very low,usa,mostly free,website,minimal traffic,low credibility
76,https://bipartisanreport.com,Bipartisan Report,extreme left,low,usa,,website,medium traffic,low credibility
77,https://www.bitchute.com/,BitChute,extreme right,very low,united kingdom,,website,high traffic,low credibility
78,https://blackeyepolitics.com/,Black Eye Politics,extreme right,low,unknown,,website,minimal traffic,low credibility
79,http://www.blackgenocide.org,Black Genocide,extreme right,low,usa,mostly free,website,minimal traffic,low credibility
80,https://www.blacknews.com/,BlackNews.com,left,mixed,usa,mostly free,website,medium traffic,low credibility
81,http://blackpigeonspeaks.com/,Black Pigeon Speaks,extreme right,low,canada,,website/video,medium traffic,low credibility
82,https://bloomingtonleader.com/,Bloomington Leader,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
83,https://bluegrasstimes.com/,Bluegrass Times,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
84,https://bluntforcetruth.com,Blunt Force Truth,extreme-right,low,usa (44/180 press freedom),,website,minimal traffic,low credibility
85,https://boisecitywire.com/,Boise City Wire,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
86,https://bongino.com,Bongino.com,far right,mixed,usa,,website,medium traffic,low credibility
87,www.bostonbroadside.com/,Boston Broadside,right,mixed,usa,,newspaper,minimal traffic,low credibility
88,https://bowlinggreentoday.com/,Bowling Green Today,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
89,https://bossip.com/,Bossip,extreme left,mixed,usa,mostly free,magazine,high traffic,low credibility
90,http://breaking911.com,Breaking911,junk news,very-low,unknown,,website,medium traffic,low credibility
91,https://www.breakingchristiannews.com/,Breaking Christian News,extreme right,low,usa,mostly free,website,minimal traffic,low credibility
92,https://breakingfirst.com/,Breaking First,extreme right,very low,unknown,,website,minimal traffic,low credibility
93,http://www.breakingnews247.net/,Breakingnews247.net,n/a,low,unknown,,website,minimal traffic,low credibility
94,https://breakingnewshouse.com/,Breaking News House,,,unknown,,,,
95,https://www.breitbart.com/,Breitbart,right,mixed,usa,mostly free,website,high traffic,low credibility
96,https://brevardsun.com/,Brevard Sun,right-center,mixed,usa,,website,minimal traffic,low credibility
97,https://bridgeporttimes.com/,Bridgeport Times,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
98,https://www.britainfirst.org/,Britain First,extreme right,low,united kingdom,,organization/foundation,minimal traffic,low credibility
99,https://c19aspirin.com/,c19aspirin.com,right,mixed,unknown,,website,minimal traffic,low credibility
100,https://c19bromhexine.com/,c19bromhexine.com,right,mixed,unknown,,website,minimal traffic,low credibility
101,https://c19budesonide.com/,C19Budesonide.com,right,mixed,unknown,,website,minimal traffic,low credibility
102,https://c19colchicine.com/,C19colchicine.com,right,mixed,unknown,,website,minimal traffic,low credibility
103,https://c19curcumin.com/,C19curcumin.com,right,mixed,unknown,,website,minimal traffic,low credibility
104,https://c19ly.com/,c19ly.com – Bamlanivimab,right,mixed,unknown,,website,minimal traffic,low credibility
105,https://c19favipiravir.com/,C19favipiravir.com,right,mixed,unknown,,website,minimal traffic,low credibility
106,https://c19fluvoxamine.com/,C19fluvoxamine.com,right,mixed,unknown,,website,minimal traffic,low credibility
107,https://c19hcq.com/,C19hcq.com,right,mixed,unknown,,website,minimal traffic,low credibility
108,https://c19ic.com/,C19ic.com,right,mixed,unknown,,website,minimal traffic,low credibility
109,https://c19ivermectin.com/,C19ivermectin.com,right,mixed,unknown,,website,minimal traffic,low credibility
110,https://c19melatonin.com/,C19melatonin.com,right,mixed,unknown,,website,minimal traffic,low credibility
111,https://c19mp.com/,C19mp.com (Molnupiravir),right,mixed,unknown,,website,minimal traffic,low credibility
112,https://c19nitazoxanide.com/,C19nitazoxanide.com,right,mixed,unknown,,website,minimal traffic,low credibility
113,https://c19ns.com/,C19ns.com (Nigella Sativa),right,mixed,unknown,,website,minimal traffic,low credibility
114,https://c19proxalutamide.com/,C19proxalutamide.com,right,mixed,unknown,,website,minimal traffic,low credibility
115,https://c19pvpi.com/,C19pvpi.com,right,mixed,unknown,,website,minimal traffic,low credibility
116,https://c19quercetin.com/,C19Quercetin.com,right,mixed,unknown,,website,minimal traffic,low credibility
117,https://c19regn.com/,C19regn.com,right,mixed,unknown,,website,minimal traffic,low credibility
118,C19rmd.com,C19rmd.com (Remdesivir for Covid),right,mixed,unknown,,website,minimal traffic,low credibility
119,https://c19sv.com/,C19sv.com (Sotrovimab for Covid),right,mixed,unknown,,website,minimal traffic,low credibility
120,https://c19vitaminc.com/,C19VitaminC.com,right,mixed,unknown,,website,minimal traffic,low credibility
121,https://c19vitamind.com/,C19VitaminD.com,right,mixed,unknown,,website,minimal traffic,low credibility
122,https://c19zinc.com/,C19Zinc.com,right,mixed,unknown,,website,minimal traffic,low credibility
123,https://www.caixinglobal.com/,Caixin Global,right-center,mixed,china,,magazine,medium traffic,low credibility
124,https://caldronpool.com/,Caldron Pool,,,australia,,,,
125,https://canadafreepress.com/,Canada Free Press,extreme right,low,canada,,website,medium traffic,low credibility
126,http://cap-news.com/,Cap News,,,unknown,,,,
127,https://carbondalereporter.com/,Carbondale Reporter,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
128,https://english.cctv.com/,CCTV International (CCTV-9),left-center,mixed,china,total oppression,tv station,high traffic,low credibility
129,https://cdareporter.com/,CDA Reporter,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
130,https://cedarrapidstoday.com/,Cedar Rapids Today,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
131,https://centennialstatenews.com/,Centennial State News,right-center,mixed,usa (44/180 press freedom),,website,minimal traffic,low credibility
132,http://www.trueactivist.com/,True Activist,extreme left,low,germany (13/180 press freedom),,website,minimal traffic,low credibility
133,https://www.centerforsecuritypolicy.org/,Center for Security Policy,far right,mixed,usa,mostly free,organization/foundation,minimal traffic,low credibility
134,https://centralbrowardnews.com/,Central Broward News,right-center,mixed,usa,,website,minimal traffic,low credibility
135,https://centralcoloradonews.com/,Central Colorado News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
136,https://centralgeorgianews.com/,Central Georgia News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
137,https://centralidahotimes.com/,Central Idaho Times,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
138,https://centraliowatimes.com/,Central Iowa Times,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
139,https://centrallouisiananews.com/,Central Louisiana News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
140,https://centraloctimes.com/,Central OC Times,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
141,http://cernovich.com,Cerno (Cernovich.com),,,usa,,,,
142,https://chambanasun.com/,Chambana Sun,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
143,https://chicagocitywire.com/,Chicago City Wire,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
144,https://chicotimes.com/,Chico Times,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
145,http://www.chinadaily.com.cn/,China Daily,left,mixed,china,,newspaper,high traffic,low credibility
146,https://www.cgtn.com/,China Global Television Network (CGTN),left-center,mixed,china,,tv station,high traffic,low credibility
147,https://christianaction.org/,Christian Action Network,extreme right,low,usa,,organization/foundation,minimal traffic,low credibility
148,christiansfortruth dot com,Christians for Truth,extreme right,very low,unknown,,website,medium traffic,low credibility
149,https://www.churchmilitant.com/,Church Militant,extreme right,mixed,usa,mostly free,organization/foundation,medium traffic,low credibility
150,https://www.citizensjournal.us/,Citizens Journal,right,mixed,usa,mostly free,website,medium traffic,low credibility
151,https://clarionproject.org/,Clarion Project,extreme right,low,usa,mostly free,organization/foundation,minimal traffic,low credibility
152,https://clashdaily.com/,Clash Daily,extreme right,low,usa,mostly free,website,medium traffic,low credibility
153,https://claycotimes.com/,Clay County Times,right-center,mixed,usa,,website,minimal traffic,low credibility
154,https://cloverchronicle.com,The Clover Chronicle,extreme right,low,unknown,n/a,website,minimal traffic,low credibility
155,https://www.cnsnews.com/,CNS News,far right,low,usa,,website,medium traffic,low credibility
156,https://coachellatoday.com/,Coachella Today,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
157,https://coastalganews.com/,Coastal GA News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
158,https://cobbreporter.com/,Cobb Reporter,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
159,https://coconinonews.com/,Coconino News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
160,https://columbusstandard.com/,Columbus Standard,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
161,https://cei.org/,Competitive Enterprise Institute,far right-bias,low,usa,mostly free,organization/foundation,minimal traffic,low credibility
162,https://concernedwomen.org/blog/,Concerned Women for America,extreme right,low,usa,mostly free,organization/foundation,minimal traffic,low credibility
163,https://www.conservapedia.com,Conservapedia,extreme right,mixed,usa,mostly free,website,medium traffic,low credibility
164,http://conservativeammo.com/,Conservative Ammo,extreme right,low,usa,,website,minimal traffic,low credibility
165,https://www.conservativebeaver.com/,Conservative Beaver,extreme right,very low,canada,mostly free,website,minimal traffic,low credibility
166,https://www.conservativedailynews.com/,Conservative Daily News,extreme right,mixed,usa,mostly free,website,medium traffic,low credibility
167,https://conservativedailypost.com/,Conservative Daily Post,extreme right,low,unknown,n/a,website,minimal traffic,low credibility
168,http://conservativefiringline.com/,Conservative Firing Line,extreme right,very low,usa,mostly free,website,minimal traffic,low credibility
169,https://www.conservativefreepress.com/,Conservative Free Press,extreme right,low,usa,,website,minimal traffic,low credibility
170,http://conservativematrix.com/,Conservative Matrix,right,mixed,usa,mostly free,website,minimal traffic,low credibility
171,https://conservativeplaylist.com/,Conservative Playlist,extreme right,low,usa,mostly free,website,medium traffic,low credibility
172,https://www.facebook.com/conservativepoliticstoday/,Conservative Politics Today,,,usa,,,,
173,https://conservativepost.com,Conservative Post,extreme right,low,usa,mostly free,website,minimal traffic,low credibility
174,https://www.westernjournal.com/ct/,Conservative Tribune,extreme right,very low,usa,mostly free,website,minimal traffic,low credibility
175,https://constative.com/,Constative,right-center,mixed,unknown,,website,high traffic,low credibility
176,https://constitutionstatenews.com/,Constitution State News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
177,https://corona-transition.org/,Corona Transition,right,low,switzerland,,organization/foundation,minimal traffic,low credibility
178,https://www.cair.com/,Council on American-Islamic Relations (CAIR),right-center,mixed,usa,mostly free,organization/foundation,minimal traffic,low credibility
179,https://councilforthenationalinterest.org/,Council for the National Interest,left-center,mixed,usa,,organization/foundation,minimal traffic,low credibility
180,https://conservative-headlines.org/,Council of Conservative Citizens,extreme right,low,usa,mostly free,website,minimal traffic,low credibility
181,https://c19early.com/,CovidAnalysis Network (c19early.com),right,mixed,unknown,,website,medium traffic,low credibility
182,https://cowgernation.com/,Cowger Nation,right,mixed,usa (44/180 press freedom),,website,minimal traffic,low credibility
183,https://www.dagospia.com/,Dagospia,right,low,italy,,website,minimal traffic,low credibility
184,http://dailybuzzlive.com/,Daily Buzz Live,,,usa,,,,
185,http://dailyheadlines.net/,Daily Headlines,,,unknown,,,,
186,https://www.dailymail.co.uk,Daily Mail,right,low,united kingdom,,newspaper,high traffic,low credibility
187,https://dailypoliticalnewswire.com,Daily Political Newswire,,,unknown,,,,
188,https://www.dailystar.co.uk,Daily Star UK,,,united kingdom,,,,
189,https://dailystormer.su/,Daily Stormer,extreme right,very low,usa (44/180 press freedom),,website,medium traffic,low credibility
190,https://dailysurge.com/,Daily Surge,far right,low,usa (44/180 press freedom),,website,minimal traffic,low credibility
191,https://davidharrisjr.com/,DavidHarrisJr.com,extreme right,low,usa,,website,medium traffic,low credibility
192,http://www.dcbluedot.com],DC Blue Dot,,,usa,,,,
193,https://dcdirtylaundry.com,DC Dirty Laundry,,,usa,,,,
194,https://dcgazette.com/,DC Gazette,,,unknown,,,,
195,https://www.debka.com,DEBKAfile,right,mixed,israel (86/180 press freedom),,website,medium traffic,low credibility
196,https://decaturtimes.com/,Decatur Times,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
197,http://deepleftfield.info/,Deep Left Field,,,usa,,,,
198,https://defconnews.com/,Def-Con News,far right,low,usa,mostly free,website,minimal traffic,low credibility
199,https://defendingtherepublic.org/,Defending the Republic,extreme right,very low,usa,mostly free,organization/foundation,medium traffic,low credibility
200,https://defiantamerica.com/,Defiant America,extreme right,low,usa (44/180 press freedom),,website,medium traffic,low credibility
201,https://dekalbganews.com/,DeKalb GA News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
202,https://dekalbtimes.com/,DeKalb Times,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
203,https://democrats.org/,Democratic National Committee (DNC),left,mixed,usa,mostly free,organization/foundation,medium traffic,low credibility
204,https://denvercitywire.com/,Denver City Wire,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
205,https://deplorablekel.com,Deplorable Kel,,,usa,,,,
206,https://desmoinessun.com/,Des Moines Sun,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
207,https://www.diamondandsilkinc.com/,DiamondandSilkinc.com,far right,low,usa,,website,medium traffic,low credibility
208,https://www.discoverthenetworks.org/,Discover the Networks,,,usa,,,,
209,https://djhjmedia.com/,DJHJ Media,extreme right,low,usa,mostly free,website,medium traffic,low credibility
210,https://dnyuz.com/,DNyuz,right-center,mixed,armenia,,website,medium traffic,low credibility
211,https://downeasttimes.com/,Down East Times,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
212,https://dubuquetimes.com/,Dubuque Times,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
213,https://dupagepolicyjournal.com/,Dupage Policy Journal,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
214,https://duvaltimes.com/,Duval Times,right-center,mixed,usa,,website,minimal traffic,low credibility
215,https://duvaltimes.com/,Eagle Rising,right-center,mixed,usa,,website,minimal traffic,low credibility
216,https://eastalamedanews.com/,East Alameda News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
217,https://eastarapahoenews.com/,East Arapahoe News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
218,https://eastarizonanews.com/,East Arizona News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
219,https://ecalabamanews.com/,East Central Alabama News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
220,https://eastcentralreporter.com/,East Central Reporter,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
221,https://eastcontracostanews.com/,East Contra Costa News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
222,https://easthillsboroughnews.com/,East Hillsborough News,right-center,mixed,usa,,website,minimal traffic,low credibility
223,https://eastidahotimes.com/,East Idaho Times,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
224,https://eastindynews.com/,East Indy News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
225,https://eciowanews.com/,East Central Iowa News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
226,https://eastkentuckytimes.com/,East Kentucky Times,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
227,https://eastlittlerocktimes.com/,East Little Rock Times,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
228,https://eastlouisvillenews.com/,East Louisville News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
229,https://eastpanhandlenews.com/,East Panhandle News,right-center,mixed,usa,,website,minimal traffic,low credibility
230,https://eastpennyroyalnews.com/,East Pennyroyal News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
231,https://eastsandiegonews.com/,East San Diego News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
232,https://eastsbvtimes.com/,East SBV Times,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
233,https://eastsfvtoday.com/,East SFV Today,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
234,https://eastsierranews.com/,East Sierra News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
235,https://eastventuranews.com/,East Ventura News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
236,https://eastvolusianews.com/,East Volusia News,right-center,mixed,usa,,website,minimal traffic,low credibility
237,https://eastwichitatimes.com/,East Witchita Times,right-center,mixed,usa,,website,minimal traffic,low credibility
238,https://echocheck.org/,Echo Check,extreme right,very low,usa,mostly free,website,minimal traffic,low credibility
239,https://ecgeorgianews.com/,EC Georgia News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
240,https://ecindiananews.com/,EC Indiana News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
241,https://eckansasnews.com/,EC Kansas News,right-center,mixed,usa,,website,minimal traffic,low credibility
242,https://elizabethtowntimes.com/,Elizabethtown Times,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
243,https://elkharttimes.com/,Elkhart Times,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
244,https://emeraldcoasttimes.com/,Emerald Coast Times,right-center,mixed,usa,,website,minimal traffic,low credibility
245,https://www.emirates247.com/,Emirates 24/7,,,united arab emirates (uae),,,,
246,https://en-volve.com/,En Volve,extreme right,very-low,usa,,,,
247,http://endthefed.org/,End the Fed,,,usa,,,,
248,https://www.europe-israel.org/,Europe-Israel News,right,mixed,israel,moderate freedom,website,medium traffic,low credibility
249,https://everytownresearch.org,Everytown for Gun Safety,,,usa,,,,
250,https://www.evil.news/,Evil.News,,,usa,,,,
251,http://www.abcbusinessnews.com,Experience Awareness (abcbusinessnews.com),,,usa,,,,
252,https://explainlife.com,Explain Life,,,unknown,,,,
253,http://factcheckingturkey.com/,Fact-Checking Turkey,,,turkey,,,,
254,https://factswanted.com,Facts Wanted,,,belize,,,,
255,https://www.frc.org/,Family Research Council,extreme right,low,usa,mostly free,organization/foundation,medium traffic,low credibility
256,http://familysurvivalheadlines.com/,Family Survival Headlines,,,usa,,,,
257,http://fashthenation.com/,Fash the Nation,,,usa,,,,
258,https://fayettevillestandard.com/,Fayetteville Standard,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
259,http://federalistpress.com/,Federalist Press,right,mixed,usa,mostly free,website,minimal traffic,low credibility
260,https://www.femalista.com/,Femalista,left,mixed,usa,,website,minimal traffic,low credibility
261,http://filmingcops.com/,Filming Cops,,mixed,usa,,,,
262,https://www.fireboebert.com/,FireBoebert.com,left,mixed,usa,,organization/foundation,minimal traffic,low credibility
263,https://firstinfreedomdaily.com/,First in Freedom Daily,right,mixed,usa (44/180 press freedom),,website,minimal traffic,low credibility
264,https://firststatetimes.com/,First State Times,right-center,mixed,usa,,website,minimal traffic,low credibility
265,https://fl24.net/,FL24.net,far-right,mixed,poland,moderate freedom,website,minimal traffic,low credibility
266,https://flagandcross.com/,Flag & Cross,extreme right,mixed,usa,mostly free,website,medium traffic,low credibility
267,http://www.usafortrumponline.com,Flex Mag,,,macedonia,,,,
268,https://floridaparishnews.com/,Florida Parish News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
269,https://www.focusonthefamily.com/,Focus on the Family,extreme right,low,usa,,organization/foundation,medium traffic,low credibility
270,https://foreignpolicyi.org/,Foreign Policy Initiative,,,usa,,,,
271,https://www.fortherightnews.com/,For the Right News,,,usa,,,,
272,https://fortsmithtimes.com/,Fort Smith Times,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
273,https://www.fr24news.com/,FR24 News,not rated,mixed,unknown,,website,medium traffic,low credibility
274,https://www.frankspeech.com/,Frank Speech (Mike Lindell),far right,very low,usa,mostly free,website,minimal traffic,low credibility
275,https://freedomfirstnetwork.com/,Freedom First Network,far right,low,usa,mostly free,website,minimal traffic,low credibility
276,https://freedomnewsreport.com,Freedom News Report,,,usa,,,,
