,link,title,bias rating,factual reporting,country,press freedom rating,media type,traffic/popularity,mbfc credibility rating
66,https://chinadigitaltimes.net/,China Digital Times (CDT),right-center,mostly factual,usa,,website,medium traffic,high credibility
67,https://www.christianitytoday.com/,Christianity Today,right-center,high,usa,mostly free,magazine,medium traffic,high credibility
68,https://gazette.com/,Colorado Springs Gazette,right-center,high,usa,mostly free,newspaper,medium traffic,high credibility
69,https://www.columbiadailyherald.com/,Columbia Daily Herald,left-center,high,usa,,newspaper,minimal traffic,high credibility
70,http://crfb.org/,Committee for a Responsible Federal Budget,right-center,high,usa,mostly free,organization/foundation,minimal traffic,high credibility
71,https://www.dn.se/,Dagens Nyheter,right-center,high,sweden,excellent,newspaper,high traffic,high credibility
72,https://www.dailyherald.com/,Daily Herald,,high,usa,,,,
73,https://www.mininggazette.com/,Daily Mining Gazette,right-center,high,usa,mostly free,newspaper,minimal traffic,high credibility
74,https://www.dailypress.com/,Daily Press,,high,usa,,,,
75,https://www.dailyo.in,DailyO,,mixed, india,,,,
76,http://www.dallasnews.com/,Dallas Morning News,right-center,high,usa (44/180 press freedom),,newspaper,high traffic,high credibility
77,https://www.volkskrant.nl/,de Volkskrant,right-center,high,netherlands,mostly free,newspaper,high traffic,high credibility
78,https://www.deccanchronicle.com/,Deccan Chronicle,,mostly factual,india,,,,
79,https://www.delgazette.com/,Delaware Gazette,right-center,high,usa,mostly free,newspaper,minimal traffic,high credibility
80,https://www.demopolistimes.com/,Demopolis Times,right-center,high,usa,mostly free,newspaper,minimal traffic,high credibility
81,https://denvergazette.com/,Denver Gazette,right-center,high,usa,mostly free,website,medium traffic,high credibility
82,https://www.deseret.com,Deseret News,right-center,high,usa (44/180 press freedom),,newspaper,high traffic,high credibility
83,http://www.desertsun.com/,Desert Sun,,high,usa,,,,
84,https://www.detroitnews.com/,Detroit News,right-center,high,usa (44/180 press freedom),,newspaper,high traffic,high credibility
85,https://www.deutschland.de/,Deutschland.de,right-center,mostly factual,germany,mostly free,website,medium traffic,high credibility
86,https://www.diepresse.com/,Die Presse,right-center,high,austria,mostly free,newspaper,high traffic,high credibility
87,https://www.welt.de/,Die Welt,right-center,high,germany,mostly free,newspaper,high traffic,high credibility
88,https://www.downsizinggovernment.org,Downsizing the Federal Government,right-center,high,usa,mostly free,organization/foundation,minimal traffic,high credibility
89,https://www.drudgereport.com/,Drudge Report,right-center,mixed,usa (45/180 press freedom),,website,high traffic,medium credibility
90,https://www.registerherald.com/,Eaton Register-Herald,right-center,high,usa,mostly free,newspaper,minimal traffic,high credibility
91,https://www.ecuavisa.com/,Ecuavisa,right-center,mixed,ecuador,moderate freedom,tv station,medium traffic,medium credibility
92,https://www.edmontonexaminer.com/,Edmonton Examiner,right-center,mostly factual,canada,mostly free,newspaper,minimal traffic,high credibility
93,https://edmontonjournal.com,Edmonton Journal,,high,canada,,,,
94,https://edmontonsun.com/,Edmonton Sun,,high,canada,,,,
95,https://www.elmundo.es/,El Mundo,right-center,mostly factual,spain,,newspaper,high traffic,high credibility
96,www.eluniverso.com,El Universo,right-center,high,ecuador,,newspaper,high traffic,high credibility
97,https://www.entrepreneur.com/,Entrepreneur Magazine,right-center,high,usa,mostly free,magazine,high traffic,high credibility
98,https://eppc.org/,Ethics and Public Policy Center (EPPC),,high,usa,,,,
99,https://www.ekirikas.com/,Ethnikos Kyrix,right-center,mixed,usa,,newspaper,minimal traffic,medium credibility
100,https://www.expressen.se/,Expressen,,mostly factual,sweden,,,,
101,https://www.fairborndailyherald.com/,Fairborn Daily Herald,right-center,high,usa,mostly free,newspaper,minimal traffic,high credibility
102,http://www.faithfamilyamerica.com,Faith Family America,,high,usa,,,,
103,https://www.longwarjournal.org,FDD’s Long War Journal,,high,usa,,,,
104,https://www.financialexpress.com/,Financial Express,right-center,mixed,india (142/180 press freedom),,newspaper,high traffic,medium credibility
105,https://business.financialpost.com/,Financial Post,right-center,mostly factual,canada (14/180 press freedom),,newspaper,medium traffic,high credibility
106,https://www.firearmsnews.com,Firearms News,,high,usa,,,,
107,https://www.firstpost.com/,First Post,,mostly factual,india,,,,
108,https://www.fitchratings.com/,Fitch Ratings,right-center,high,usa,mostly free,website,medium traffic,high credibility
109,https://www.fitsnews.com/,FitsNews,,mostly factual,usa,,,,
110,https://www.forbes.com,Forbes,right-center,mostly factual,usa (45/180 press freedom),,magazine,high traffic,high credibility
111,https://www.fpri.org/,Foreign Policy Research Institute,right-center,high,usa (45/180 press freedom),,organization/foundation,medium traffic,high credibility
112,http://www.fbherald.com,Fort Bend Herald,right-center,high,usa (44/180 press freedom),,website,medium traffic,high credibility
113,https://www.star-telegram.com/,Fort Worth Star-Telegram,,high,usa,,,,
114,https://fortnightlyreview.co.uk/,Fortnightly Review,right-center,high,united kingdom (33/180 press freedom),,website,minimal traffic,high credibility
115,http://fortune.com/,Fortune Magazine,right-center,high,usa (44/180 press freedom),,magazine,high traffic,high credibility
116,https://fee.org/,Foundation for Economic Education,right-center,mixed,usa (45/180 press freedom),,organization/foundation,medium traffic,medium credibility
117,https://www.foxbusiness.com/,Fox Business,right-center,mostly factual,usa,mostly free,tv station,high traffic,high credibility
118,https://foxillinois.com/,Foxillinois.com (WRSP – WCCU),right-center,high,usa,,tv station,minimal traffic,high credibility
119,https://www.faz.net/aktuell/,Frankfurter Allgemeine Zeitung (FAZ),right-center,high,germany,mostly free,newspaper,high traffic,high credibility
120,https://dailyjournal.net/,Franklin Daily Journal,right-center,high,usa,mostly free,newspaper,minimal traffic,high credibility
121,https://www.franklinnews.org/,Franklin News Foundation,,mixed,usa,,,,
122,https://www.fraserinstitute.org/,Fraser Institute,,mixed,canada,,,,
123,https://freedomalliance.org,Freedom Alliance,,high,usa,,,,
124,https://freedomhouse.org/,Freedom House,right-center,high,usa (44/180 press freedom),,organization/foundation,medium traffic,high credibility
125,https://www.fcnews.org/,Fulton County Expositor,right-center,high,usa,mostly free,newspaper,minimal traffic,high credibility
126,https://www.mydailytribune.com/,Gallipolis Daily Tribune,right-center,high,usa,mostly free,newspaper,minimal traffic,high credibility
127,https://www.galvnews.com/,Galveston County Daily News,right-center,high,usa,,newspaper,mediumtraffic,high credibility
128,https://www.geo.tv/,GEO TV (Pakistan),right-center,mixed,pakistan,limited freedom,tv station,high traffic,medium credibility
129,https://www.gp.se/,Göteborgs-Posten,,mostly factual,sweden,,,,
130,http://www.mlive.com/grand-rapids/#/0,Grand Rapids Press,,high,usa,,,,
131,https://www.greeleytribune.com,Greeley Tribune,,high,usa,,,,
132,https://www.greenfieldreporter.com/,Greenfield Daily Reporter,right-center,high,usa,mostly free,newspaper,minimal traffic,high credibility
133,https://www.dailyadvocate.com/,Greenville Daily Advocate,right-center,high,usa,mostly free,newspaper,minimal traffic,high credibility
134,https://www.guns.com/,Guns.com,,high,usa,,,,
135,https://www.myheraldreview.com/,Herald/Review Media,right-center,high,usa,mostly free,website,minimal traffic,high credibility
136,https://www.heraldsun.com.au/,Herald-Sun (Australia),right-center,mostly factual,australia,,newspaper,high traffic,high credibility
137,https://www.hln.be/,Het Laatste Nieuws (HLN),right-center,mostly factual,belgium,mostly free,newspaper,high traffic,high credibility
138,https://hidesertstar.com/,Hi-Desert Star,right-center,high,usa,mostly free,newspaper,minimal traffic,high credibility
139,https://hpenews.com/,High Point Enterprise,,high,usa,,,,
140,https://www.timesgazette.com/,Hillsboro Times-Gazette,right-center,high,usa,mostly free,newspaper,minimal traffic,high credibility
141,http://www.thehindubusinessline.com/,The Hindu Business Line,,mixed,india,,,,
142,https://honestreporting.com/,HonestReporting,,mostly factual,usa,,,,
143,https://www.hoover.org/,Hoover Institution,right-center,high,usa (45/180 press freedom),,organization/foundation,mediumtraffic,high credibility
144,http://humanprogress.org/,Human Progress,,mostly factual,usa,,,,
145,https://www.idahostatejournal.com/,Idaho State Journal,right-center,high,usa,mostly free,newspaper,medium traffic,high credibility
146,https://www.iefimerida.gr/,iefimerida.gr,right-center,mixed,greece,limited freedom,website,high traffic,medium credibility
147,https://www.ilgiornale.it/,Il Giornale,right-center,mostly factual,italy,moderate freedom,newspaper,high traffic,medium credibility
148,https://inhomelandsecurity.com,In Homeland Security,,high,usa,,,,
149,https://www.india.com/,India.com,,mostly factual,india,,,,
150,https://www.indiatimes.com/,India Times,,mixed,india,,,,
151,https://www.indiatoday.in/,India Today,right-center,mixed,india (142/180 press freedom),,magazine,high traffic,medium credibility
152,https://www.indiatvnews.com/,India TV,right-center,mostly factual,india,limited freedom,tv station,high traffic,high credibility
153,https://www.inforum.com,Inforum (The Forum of Fargo-Moorhead),,high,usa,,,,
154,http://www.insidesources.com,InsideSources,,mostly factual,usa,,,,
155,https://theihs.org/,Institute for Humane Studies,,high,usa,,,,
156,https://www.interfax.ru/,Interfax – Russia,right-center,mixed,russia,limited freedom,news agency,high traffic,medium credibility
157,https://investortimes.com/,Investor Times,right-center,mostly factual,andorra,,website,minimal traffic,medium credibility
158,https://www.independent.ie/,Irish Independent,,mostly factual,ireland,,,,
159,https://www.itv.com/news,ITV News,right-center,high,united kingdom,mostly free,tv station,high traffic,high credibility
160,https://www.jpost.com/,The Jerusalem Post,right-center,mostly factual,israel (86/180 press freedom),,newspaper,high traffic,high credibility
161,http://jewishbreakingnews.com,Jewish Breaking News,,mixed,israel,,,,
162,https://jewishjournal.com/,Jewish Journal,,high,usa,,,,
163,https://www.jns.org,Jewish News Syndicate (JNS),,high,usa,,,,
164,https://www.justfacts.com/,Just Facts,right-center,mostly factual,usa (44/180 press freedom),,website,medium traffic,high credibility
165,https://www.justfactsdaily.com/,Just Facts Daily,right-center,mixed,usa (44/180 press freedom),,website,minimal traffic,medium credibility
166,https://foxkansas.com/,KAAS – Wichita News,right-center,high,usa,,tv station,minimal traffic,high credibility
167,https://foxsanantonio.com/,KABB – Fox 29,right-center,high,usa,mostly free,tv station,medium traffic,high credibility
168,https://wwmt.com/,Kalamazoo News – WWMT,right-center,high,usa,mostly free,tv station,medium traffic,high credibility
169,https://www.khaleejtimes.com/,Khaleej Times,right-center,mixed,united arab emirates,limited freedom,newspaper,high traffic,medium credibility
170,https://katu.com/,KATU2 – Portland News,right-center,high,usa,,tv station,medium traffic,high credibility
171,https://katv.com/,KATV – Little Rock News,right-center,high,usa,mostly free,tv station,medium traffic,high credibility
172,https://bakersfieldnow.com/,KBAK – Bakersfield Now,right-center,high,usa,mostly free,tv station,medium traffic,high credibility
173,https://www.kbsi23.com/,KBSI – Cape Girardeau News,right-center,high,usa,,tv station,minimal traffic,high credibility
174,https://fox4beaumont.com/,KBTV – Beaumont News,right-center,high,usa,,tv station,minimal traffic,high credibility
175,https://siouxlandnews.com/,KBVK – Sioux City News,right-center,high,usa,,tv station,minimal traffic,high credibility
176,https://kcby.com/,KCBY – North Bend News,right-center,high,usa,,tv station,medium traffic,high credibility
177,https://abcstlouis.com/,KDNL – St. Louis News,right-center,high,usa,,tv station,medium traffic,high credibility
178,https://kdsm17.com/,KDSM – Des Moines News,right-center,high,usa,,tv station,minimal traffic,high credibility
179,https://keprtv.com/,KEPR – Pasco News,right-center,high,usa,,tv station,medium traffic,high credibility
180,https://kfdm.com/,KFDM – Beaumont News,right-center,high,usa,,tv station,medium traffic,high credibility
181,https://kfoxtv.com/,KFOX – El Paso News,right-center,high,usa,,tv station,medium traffic,high credibility
182,https://foxnebraska.com/,KFXL – Lincoln News,right-center,high,usa,,tv station,minimal traffic,high credibility
183,https://cbs2iowa.com/,KGAN – Cedar Rapids News,right-center,high,usa,mostly free,tv station,medium traffic,high credibility
184,https://khqa.com/,KHQA – Quincy News,right-center,high,usa,,tv station,medium traffic,high credibility
185,https://kimatv.com/,KIMA – Yakima News,right-center,high,usa,,tv station,medium traffic,high credibility
186,https://www.klewtv.com/,KLEW TV – Lewiston News,right-center,high,usa,mostly free,tv station,medium traffic,high credibility
187,https://siouxlandnews.com/,KMEG – Sioux City News,right-center,high,usa,,tv station,minimal traffic,high credibility
188,https://kmph.com/,KMPH – FOX 26,right-center,high,usa,mostly free,tv station,medium traffic,high credibility
189,https://nbc16.com/,KMTR – NBC16 – Springfield,right-center,high,usa,,tv station,medium traffic,high credibility
190,https://knewz.com/,Knewz,right-center,mostly factual,usa,mostly free,website,medium traffic,medium credibility
191,https://okcfox.com/,KOKH – Fox 25,right-center,high,usa,mostly free,tv station,medium traffic,high credibility
192,https://komonews.com/,KOMO 4 News,right-center,high,usa,mostly free,tv station,high traffic,high credibility
193,http://www.koreaherald.com/,Korea Herald,right-center,mostly factual,south korea (42/180 press freedom),,newspaper,medium traffic,high credibility
194,https://siouxlandnews.com/,KPTH – Sioux City News,right-center,high,usa,,tv station,minimal traffic,high credibility
195,https://fox42kptm.com/,KPTM – Omaha News,right-center,high,usa,,tv station,minimal traffic,high credibility
196,https://siouxlandnews.com/,KPTP – Sioux City News,right-center,high,usa,,tv station,minimal traffic,high credibility
197,https://krcgtv.com/,KRCG – Jefferson City,right-center,high,usa,,tv station,medium traffic,high credibility
198,https://mynews4.com/,KRNV – Reno News,right-center,high,usa,,tv station,medium traffic,high credibility
199,https://foxreno.com/,KRXI – Fox 11,right-center,high,usa,mostly free,tv station,medium traffic,high credibility
200,https://foxkansas.com/,KSAS – Wichita News,right-center,high,usa,,tv station,minimal traffic,high credibility
201,https://fox38corpuschristi.com/,KSCC – Corpus Christi News,right-center,high,usa,,tv station,minimal traffic,high credibility
202,https://news3lv.com/,KSNV – Las Vegas,right-center,high,usa,mostly free,tv station,medium traffic,high credibility
203,https://ktul.com/,KTUL – Tulsa News,right-center,high,usa,mostly free,tv station,medium traffic,high credibility
204,https://ktvl.com/,KTVL – Medford News,right-center,high,usa,,tv station,medium traffic,high credibility
205,http://kutv.com/,KUTV Salt Lake City,,high,usa,,,,
206,https://abc7amarillo.com/,KVII – Amarillo News,right-center,high,usa,,tv station,medium traffic,high credibility
207,https://nebraska.tv/,KWNB – NTV ABC,right-center,high,usa,mostly free,tv station,medium traffic,high credibility
208,https://www.nacion.com/,La Nacion,right-center,mostly factual,costa rica,excellent,newspaper,high traffic,high credibility
209,https://www.lmtonline.com,Laredo Morning Times,,high,usa,,,,
210,http://www.reviewjournal.com/,Las Vegas Review-Journal,right-center,high,usa (44/180 press freedom),,newspaper,high traffic,high credibility
211,https://www.learnliberty.org/,Learn Liberty,,high,usa,,,,
212,https://www.lefigaro.fr/,Le Figaro,right-center,high,france,mostly free,newspaper,high traffic,high credibility
213,https://www.leicestermercury.co.uk/,Leicester Mercury,,high,united kingdom,,,,
214,https://www.lexingtoninstitute.org/,Lexington Institute,,high,usa,,,,
215,https://www.libertarianism.org,Libertarianism.org,,high,usa,,,,
216,https://www.mycouriertribune.com/,Liberty Courier-Tribune,right-center,high,usa,,newspaper,minimal traffic,high credibility
217,https://listverse.com/,ListVerse,,mostly factual,united kingdom,,,,
218,https://www.lbc.co.uk/,Leading Britain’s Conversation (LBC),right-center,mixed,united kingdom (33/180 press freedom),,radio station,medium traffic,medium credibility
219,https://www.standard.co.uk/,London Evening Standard,right-center,mostly factual,united kingdom (35/180 press freedom),,newspaper,high traffic,high credibility
220,https://lfpress.com,London Free Press,,mostly factual,canada,,,,
221,http://www.dailynews.com/,Los Angeles Daily News,,high,usa,,,,
222,https://www.lubbockonline.com/,Lubbock Avalanche-Journal,,high,usa,,,,
223,https://www.mackinac.org/,Mackinac Center for Public Policy,,mostly factual,usa,,,,
224,https://www.malaymail.com/,Malay Mail,right-center,mostly factual,malaysia,,website,high traffic,high credibility
225,https://www.malaysia-today.net/,Malaysia Today,,mixed,malaysia,,,,
226,https://www.unionleader.com/,Manchester Union Leader,,high,usa,,,,
227,https://www.manilatimes.net,The Manila Times,,mixed,philippines,,,,
228,https://marginalrevolution.com/,Marginal Revolution,,high,usa,,,,
229,https://www.marketwatch.com/,MarketWatch,right-center,high,usa (44/180 press freedom),,website,high traffic,high credibility
230,https://www.frontiersman.com/,Mat-Su Valley Frontiersman,right-center,high,usa,mostly free,newspaper,minimal traffic,high credibility
231,https://meaww.com/,Media Entertainment Arts WorldWide (meaww.com),right-center,mixed,india,limited freedom,website,high traffic,medium credibility
232,https://www.mercatus.org,Mercatus Center,,high,usa,,,,
233,https://www.metabunk.org/,Metabunk,,high,usa,,,,
234,https://miamivalleytoday.com/,Miami Valley Today,right-center,high,usa,mostly free,newspaper,minimal traffic,high credibility
235,https://montrealgazette.com/,Montreal Gazette,right-center,high,canada,mostly free,newspaper,high traffic,high credibility
236,https://www.m24.ru/,Moscow 24,right-center,mixed,russia,limited freedom,tv station,high traffic,medium credibility
237,https://www.mtdemocrat.com,Mountain Democrat,,high,usa,,,,
238,https://mynorthwest.com/,MyNorthwest,right-center,high,usa,mostly free,website,medium traffic,high credibility
239,https://www.nationalaffairs.com,National Affairs Magazine,,high,usa,,,,
240,https://nationalinterest.org/,National Interest,right-center,high,usa (44/180 press freedom),,magazine,high traffic,high credibility
241,https://nationalpost.com,National Post,right-center,high,canada,,newspaper,high traffic,high credibility
242,https://nos.nl,Netherlands Radio and Television Association (NOS),,high,netherlands,,,,
243,Observer.com,(New York) Observer,right-center,high,usa,mostly free,website,medium traffic,high credibility
244,https://nypost.com/,New York Post,right-center,mixed,usa (45/180 press freedom),,newspaper,high traffic,medium credibility
245,https://www.news.com.au/,News.com.au,right-center,mostly factual,australia,,website,high traffic,high credibility
246,http://www.news-gazette.com/,News-Gazette,,high,usa,,,,
247,https://www.nhk.or.jp/,NHK (Nippon Hoso Kyokai),right-center,high,japan,moderate freedom,tv station,high traffic,high credibility
248,https://asia.nikkei.com,Nikkei Asian Review,right-center,high,japan (67/180 press freedom),,magazine,high traffic,high credibility
249,https://www.nine.com.au/,Nine.com.au,right-center,high,australia,mostly free,website,high traffic,high credibility
250,https://nj1015.com/,NJ1015.com,,high,usa,,,,
251,https://www.nwaonline.com/,Northwest Arkansas Democrat-Gazette,right-center,high,usa,mostly free,website,medium traffic,high credibility
252,https://www.nowentertainment.net/,Now Entertainment,right-center,high,usa,mostly free,website,minimal traffic,high credibility
253,https://www.oaoa.com/,Odessa American,right-center,high,usa,mostly free,newspaper,minimal traffic,high credibility
254,https://oilprice.com,OilPrice,right-center,mostly factual,united kingdom,mostly free,website,high traffic,high credibility
255,https://www.omaha.com/,Omaha World-Herald,,high,usa,,,,
256,https://www.opendoorsusa.org,Open Doors,,mixed,usa,,,,
257,https://www.opposingviews.com/,Opposing Views,right-center,mixed,usa,mostly free,website,minimal traffic,medium credibility
258,https://www.ocregister.com/,Orange County Register,,high,usa,,,,
259,https://www.oregonlive.com,Oregonian,right-center,high,usa (44/180 press freedom),,newspaper,high traffic,high credibility
260,https://ottawacitizen.com,Ottawa Citizen,right-center,high,canada (14/180 press freedom),,newspaper,medium traffic,high credibility
261,https://ottawasun.com/,Ottawa Sun,,high,canada,,,,
262,https://www.pacificresearch.org/,Pacific Research Institute,,mostly factual,usa,,,,
263,https://www.newsandsentinel.com/,Parkersburg News and Sentinel,right-center,high,usa,,newspaper,minimal traffic,high credibility
264,https://www.peninsuladailynews.com/,Peninsula Daily News,,high,usa,,,,
265,http://www.post-gazette.com/,Pittsburgh Post-Gazette,right-center,high,usa (44/180 press freedom),,newspaper,high traffic,high credibility
266,https://triblive.com/,Pittsburgh Tribune Review,right-center,high,usa (44/180 press freedom),,newspaper,high traffic,high credibility
267,https://www.mydailyregister.com/,Point Pleasant Register,right-center,high,usa,mostly free,newspaper,minimal traffic,high credibility
268,https://www.policyed.org/,PolicyEd,,high,usa,,,,
269,https://politisite.com/,Politisite,,high,usa,,,,
270,https://www.mydailysentinel.com/,Pomeroy Daily Sentinel,right-center,high,usa,mostly free,newspaper,minimal traffic,high credibility
271,https://www.portsmouth-dailytimes.com/,Portsmouth Daily Times,right-center,high,usa,mostly free,newspaper,minimal traffic,high credibility
272,https://www.postbulletin.com/,Post-Bulletin,,high,usa,,,,
273,https://www.rstreet.org/,R Street Institute,right-center,high,usa (44/180 press freedom),,organization/foundation,minimal traffic,high credibility
274,http://www.rasmussenreports.com/,Rasmussen Reports,right-center,high,usa (45/180 press freedom),,organization/foundation,medium traffic,high credibility
275,https://www.realcleardefense.com/,RealClearDefense,,mostly factual,usa,,,,
276,https://www.realclearinvestigations.com/,Real Clear Investigations,right-center,mostly factual,usa (44/180 press freedom),,website,medium traffic,high credibility
277,https://www.realclearmarkets.com/,RealClearMarkets,right-center,mostly factual,usa,mostly free,website,medium traffic,high credibility
278,https://www.realclearpolicy.com/,Real Clear Policy,,mostly factual,usa,,,,
279,https://www.realclearpolitics.com,Real Clear Politics,right-center,mostly factual,usa (45/180 press freedom),,website,high traffic,high credibility
280,https://www.realclearreligion.org,RealClearReligion,,mostly factual,usa,,,,
